Plan Name,Disease,Premium Type,Maximum Coverage,Deductible,Co-pay Percentage,Out-of-Pocket,Waiting Period,Claims Settled,Renewability,Hospital Coverage,Benefits,Tax Redemption
Family Health Insurance,Soft Tissue Injury,Premier,523644.0,15%,5%,51055.0,76,100.0,Renewable,10323.0,"Family Health Insurance Premier offers Rs.523644.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 76 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Spinal Injury,Basic,398403.0,5%,20%,111552.0,59,89.0,Renewable,10166.0,"Benefit from Rs.398403.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 59 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Spinal Injury,Lite,542181.0,10%,10%,88374.0,14,93.0,Renewable,10215.0,"For Family Health Insurance Lite, enjoy Rs.542181.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 14 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Spinal Injury,Premier,655745.0,15%,5%,63934.0,73,99.0,Renewable,10298.0,"Family Health Insurance Premier offers Rs.655745.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 73 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Strep Throat,Basic,148932.0,5%,20%,41700.0,13,88.0,Renewable,10049.0,"For Family Health Insurance Basic, receive Rs.148932.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 13 days, and this plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Strep Throat,Lite,281175.0,10%,10%,45831.0,40,93.0,Renewable,10096.0,"Family Health Insurance Lite provides Rs.281175.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 40 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Strep Throat,Premier,404450.0,15%,5%,39433.0,76,97.0,Renewable,10233.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.404450.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 76 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Stroke,Basic,698759.0,5%,20%,195651.0,174,87.0,Renewable,10005.0,"Benefit from Rs.698759.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 174 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Stroke,Lite,800233.0,10%,10%,130437.0,154,95.0,Renewable,10127.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.800233.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 154 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Stroke,Premier,948384.0,15%,5%,92467.0,120,96.0,Renewable,10218.0,"For Family Health Insurance Premier, access Rs.948384.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 120 days to wait, this plan is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Tension Headaches,Basic,182010.0,5%,20%,50962.0,167,87.0,Renewable,10042.0,"Benefit from Rs.182010.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 167 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Tension Headaches,Lite,288173.0,10%,10%,46972.0,144,95.0,Renewable,10283.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.288173.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 144 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Tension Headaches,Premier,411277.0,15%,5%,40098.0,120,97.0,Renewable,10513.0,"Family Health Insurance Premier offers Rs.411277.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 120 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Thyroid Disorders,Basic,295962.0,5%,20%,82869.0,168,88.0,Renewable,10281.0,Family Health Insurance Basic offers Rs.295962.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 168 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Thyroid Disorders,Lite,420415.0,10%,10%,68527.0,145,94.0,Renewable,10541.0,"For Family Health Insurance Lite, enjoy Rs.420415.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 145 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Thyroid Disorders,Premier,556580.0,15%,5%,54266.0,131,98.0,Renewable,10775.0,"For Family Health Insurance Premier, access Rs.556580.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 131 days to wait, this plan is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Traumatic Brain Injury,Basic,374180.0,5%,20%,104770.0,717,87.0,One-time renewability,10056.0,"Benefit from Rs.374180.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 717 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Traumatic Brain Injury,Lite,510914.0,10%,10%,83278.0,606,95.0,One-time renewability,10304.0,"Family Health Insurance Lite provides Rs.510914.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 606 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Traumatic Brain Injury,Premier,614288.0,15%,5%,59892.0,608,99.0,One-time renewability,10464.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.614288.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 608 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Varicella,Basic,148929.0,5%,20%,41699.0,45,90.0,Renewable,10170.0,"Benefit from Rs.148929.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 45 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Varicella,Lite,256180.0,10%,10%,41756.0,10,94.0,Renewable,10218.0,"For Family Health Insurance Lite, enjoy Rs.256180.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 10 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Varicella,Premier,404369.0,15%,5%,39425.0,54,100.0,Renewable,10441.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.404369.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 54 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Ventricular Fibrillation,Basic,451902.0,5%,20%,126532.0,169,89.0,Renewable,10129.0,Family Health Insurance Basic offers Rs.451902.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 169 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Ventricular Fibrillation,Lite,570649.0,10%,10%,93015.0,160,93.0,Renewable,10209.0,"Family Health Insurance Lite provides Rs.570649.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 160 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Ventricular Fibrillation,Premier,720369.0,15%,5%,70235.0,134,96.0,Renewable,10251.0,"For Family Health Insurance Premier, access Rs.720369.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 134 days to wait, this plan is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Ventricular Tachycardia,Basic,504968.0,5%,20%,141390.0,175,90.0,Renewable,10216.0,"Benefit from Rs.504968.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 175 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Ventricular Tachycardia,Lite,629496.0,10%,10%,102607.0,159,93.0,Renewable,10242.0,"For Family Health Insurance Lite, enjoy Rs.629496.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 159 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Ventricular Tachycardia,Premier,730696.0,15%,5%,71242.0,129,97.0,Renewable,10480.0,"Family Health Insurance Premier offers Rs.730696.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 129 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Whooping Cough,Basic,179048.0,5%,20%,50132.0,83,90.0,Renewable,10115.0,Family Health Insurance Basic offers Rs.179048.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 83 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Whooping Cough,Lite,321685.0,10%,10%,52433.0,22,92.0,Renewable,10244.0,"Family Health Insurance Lite provides Rs.321685.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 22 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Whooping Cough,Premier,448268.0,15%,5%,43705.0,72,99.0,Renewable,10484.0,"Family Health Insurance Premier offers Rs.448268.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 72 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Parents Health Insurance,Diabetes Mellitus,Basic,535757.0,5%,20%,150011.0,160,89.0,Renewable,8700.0,"Benefit from Rs.535757.0 in disease coverage with Parents Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 160 days, ensuring the plan is ensuring the best care for your parents.",10%
Parents Health Insurance,Diabetes Mellitus,Lite,652512.0,10%,10%,106358.0,158,94.0,Renewable,8914.0,"Experience targeted disease coverage with Parents Health Insurance Lite - Rs.652512.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 158 days, reflecting a plan that is ensuring the best care for your parents.",15%
Parents Health Insurance,Diabetes Mellitus,Premier,770619.0,15%,5%,75134.0,130,100.0,Renewable,9123.0,"Experience premium disease coverage with Parents Health Insurance Premier: Rs.770619.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 130 days - a plan that is ensuring the best care for your parents.",20%
Parents Health Insurance,Hypertension,Basic,454360.0,5%,20%,127220.0,171,88.0,Renewable,8693.0,Parents Health Insurance Basic offers Rs.454360.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 171 days - a plan that is ensuring the best care for your parents.,10%
Parents Health Insurance,Hypertension,Lite,590839.0,10%,10%,96306.0,150,93.0,Renewable,8907.0,"Experience targeted disease coverage with Parents Health Insurance Lite - Rs.590839.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 150 days, reflecting a plan that is ensuring the best care for your parents.",15%
Parents Health Insurance,Hypertension,Premier,715700.0,15%,5%,69780.0,125,96.0,Renewable,9089.0,"Experience premium disease coverage with Parents Health Insurance Premier: Rs.715700.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 125 days - a plan that is ensuring the best care for your parents.",20%
Parents Health Insurance,Obesity,Basic,417719.0,5%,20%,116960.0,178,90.0,Renewable,8500.0,"For Parents Health Insurance Basic, receive Rs.417719.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 178 days, and this plan is ensuring the best care for your parents.",10%
Parents Health Insurance,Obesity,Lite,524321.0,10%,10%,85463.0,153,92.0,Renewable,8515.0,"For Parents Health Insurance Lite, enjoy Rs.524321.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 153 days, crafted to be ensuring the best care for your parents.",15%
